"id","parent_left","parent_right","create_uid","create_date","write_date","write_uid","name","sequence","parent_id","type"
"250","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAU","\N","1","normal"
"251","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BAF","\N","1","normal"
"252","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FUN","\N","1","normal"
"253","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","EX","\N","1","normal"
"254","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DISC","\N","1","normal"
"255","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TON","\N","1","normal"
"256","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BREA","\N","1","normal"
"257","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAM","\N","1","normal"
"258","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TOM","\N","1","normal"
"259","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ESTG","\N","1","normal"
"260","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAB","\N","1","normal"
"261","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DISK","\N","1","normal"
"262","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BAJ","\N","1","normal"
"263","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GUIA","\N","1","normal"
"264","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","cono","\N","1","normal"
"265","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","Flex","\N","1","normal"
"266","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TERM","\N","1","normal"
"267","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","NULL","\N","1","normal"
"268","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","hub","\N","1","normal"
"269","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SOF","\N","1","normal"
"270","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","POW","\N","1","normal"
"271","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","POT","\N","1","normal"
"272","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TR","\N","1","normal"
"273","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CRO","\N","1","normal"
"274","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FAJ","\N","1","normal"
"275","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SOP","\N","1","normal"
"276","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","POL","\N","1","normal"
"277","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SOR","\N","1","normal"
"278","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TI","\N","1","normal"
"279","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TE","\N","1","normal"
"280","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CA","\N","1","normal"
"281","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PORB","\N","1","normal"
"282","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","EST","\N","1","normal"
"283","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BANQ","\N","1","normal"
"284","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","STA","\N","1","normal"
"285","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ESQ","\N","1","normal"
"286","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ESP","\N","1","normal"
"287","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DEST","\N","1","normal"
"288","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DVDP","\N","1","normal"
"289","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AM","\N","1","normal"
"290","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SOC","\N","1","normal"
"291","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","STK","\N","1","normal"
"292","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","Q","\N","1","normal"
"293","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AR","\N","1","normal"
"294","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ESC","\N","1","normal"
"295","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PANE","\N","1","normal"
"296","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LENT","\N","1","normal"
"297","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CONO","\N","1","normal"
"298","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","IC","\N","1","normal"
"299","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ELE","\N","1","normal"
"300","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DESA","\N","1","normal"
"301","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","STIK","\N","1","normal"
"302","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TARJ","\N","1","normal"
"303","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AMGU","\N","1","normal"
"304","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CALC","\N","1","normal"
"305","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CD-R","\N","1","normal"
"306","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GUEA","\N","1","normal"
"307","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","IPER","\N","1","normal"
"308","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PINZ","\N","1","normal"
"309","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LAMP","\N","1","normal"
"310","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ARC","\N","1","normal"
"311","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TIM","\N","1","normal"
"312","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","VIO","\N","1","normal"
"313","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CORP","\N","1","normal"
"314","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MMP4","\N","1","normal"
"315","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MOD","\N","1","normal"
"316","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BLU","\N","1","normal"
"317","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MMP3","\N","1","normal"
"318","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PINT","\N","1","normal"
